Trailer,Type,Onset,Offset,Duration,W_score,A_score,F_score,Pos_arousal,Neg_arousal,Pos_arousal_scaled,Neg_arousal_scaled,W_score_scaled
rh6,Horror,12.0,42.0,30,2,2,3,1.4008803106851022,-0.1777766891732362,-0.0133332516879929,-0.1777766891732363,-0.125
uh1,Horror,60.0,90.0,30,2,2,2,1.1377708107087126,0.0853328108031534,-0.2764427516643826,0.0853328108031534,-0.125
rc2,Comedy,108.0,138.0,30,3,3,3,1.706656216063069,0.1279992162047302,0.2924426536899738,0.1279992162047301,0.875
rh2,Horror,152.0,182.0,30,2,3,3,1.706656216063069,0.1279992162047302,0.2924426536899738,0.1279992162047301,-0.125
rh1,Horror,196.0,226.0,30,2,1,2,0.831994905330746,-0.220443094574813,-0.5822186570423491,-0.220443094574813,-0.125
rc9,Comedy,244.0,274.0,30,2,2,3,1.4008803106851022,-0.1777766891732362,-0.0133332516879929,-0.1777766891732363,-0.125
uc4,Comedy,288.0,318.0,30,1,3,3,1.706656216063069,0.1279992162047302,0.2924426536899738,0.1279992162047301,-1.125
rh9,Horror,332.0,362.0,30,3,3,3,1.706656216063069,0.1279992162047302,0.2924426536899738,0.1279992162047301,0.875
uh2,Horror,376.0,406.0,30,3,3,3,1.706656216063069,0.1279992162047302,0.2924426536899738,0.1279992162047301,0.875
rc6,Comedy,420.0,450.0,30,2,2,3,1.4008803106851022,-0.1777766891732362,-0.0133332516879929,-0.1777766891732363,-0.125
rh3,Horror,468.0,498.0,30,2,2,2,1.1377708107087126,0.0853328108031534,-0.2764427516643826,0.0853328108031534,-0.125
rc11,Comedy,512.0,542.0,30,1,2,2,1.1377708107087126,0.0853328108031534,-0.2764427516643826,0.0853328108031534,-1.125
uc1,Comedy,560.0,590.0,30,4,3,3,1.706656216063069,0.1279992162047302,0.2924426536899738,0.1279992162047301,1.875
rh11,Horror,608.0,638.0,30,2,3,3,1.706656216063069,0.1279992162047302,0.2924426536899738,0.1279992162047301,-0.125
rc12,Comedy,656.0,686.0,30,2,2,3,1.4008803106851022,-0.1777766891732362,-0.0133332516879929,-0.1777766891732363,-0.125
rc5,Comedy,700.0,730.0,30,1,1,2,0.831994905330746,-0.220443094574813,-0.5822186570423491,-0.220443094574813,-1.125
rc3,Comedy,12.0,42.0,30,1,1,2,0.9054416100559448,-0.1983348288693975,-0.5087719523171502,-0.1983348288693975,-0.9375
rh12,Horror,60.0,90.0,30,2,3,3,1.888492500973828,0.2328278425858144,0.4742789386007329,0.2328278425858144,0.0625
rc1,Comedy,108.0,138.0,30,3,2,3,1.5349391103805543,-0.1207255480074592,0.1207255480074591,-0.1207255480074592,1.0625
rh7,Horror,152.0,182.0,30,2,1,2,0.9054416100559448,-0.1983348288693975,-0.5087719523171502,-0.1983348288693975,0.0625
rc8,Comedy,200.0,230.0,30,1,2,2,1.2589950006492188,0.1552185617238762,-0.1552185617238763,0.1552185617238762,-0.9375
uc3,Comedy,244.0,274.0,30,3,2,3,1.5349391103805543,-0.1207255480074592,0.1207255480074591,-0.1207255480074592,1.0625
rh10,Horror,288.0,318.0,30,2,3,3,1.888492500973828,0.2328278425858144,0.4742789386007329,0.2328278425858144,0.0625
rc4,Comedy,332.0,362.0,30,1,2,1,0.983050890917883,0.4311626714552118,-0.4311626714552121,0.4311626714552118,-0.9375
rh4,Horror,380.0,410.0,30,1,1,2,0.9054416100559448,-0.1983348288693975,-0.5087719523171502,-0.1983348288693975,-0.9375
uc2,Comedy,428.0,458.0,30,3,2,3,1.5349391103805543,-0.1207255480074592,0.1207255480074591,-0.1207255480074592,1.0625
rh5,Horror,476.0,506.0,30,1,1,2,0.9054416100559448,-0.1983348288693975,-0.5087719523171502,-0.1983348288693975,-0.9375
rh8,Horror,520.0,550.0,30,2,3,3,1.888492500973828,0.2328278425858144,0.4742789386007329,0.2328278425858144,0.0625
rc10,Comedy,568.0,598.0,30,2,3,3,1.888492500973828,0.2328278425858144,0.4742789386007329,0.2328278425858144,0.0625
uh3,Horror,616.0,646.0,30,3,3,3,1.888492500973828,0.2328278425858144,0.4742789386007329,0.2328278425858144,1.0625
rc7,Comedy,660.0,690.0,30,3,2,4,1.8108832201118896,-0.396669657738795,0.3966696577387947,-0.396669657738795,1.0625
uh4,Horror,704.0,734.0,30,1,1,2,0.9054416100559448,-0.1983348288693975,-0.5087719523171502,-0.1983348288693975,-0.9375
