Trailer,Type,Onset,Offset,Duration,W_score,A_score,F_score,Pos_arousal,Neg_arousal,Pos_arousal_scaled,Neg_arousal_scaled,W_score_scaled
rh6,Horror,12.0,42.0,30,1,1,2,0.9995193598727136,-0.1913973242309451,-0.4146942025003812,-0.1913973242309451,-0.6875
uh1,Horror,60.0,90.0,30,1,3,1,1.5099122244885672,0.914453882436738,0.0956986621154722,0.914453882436738,-0.6875
rc2,Comedy,108.0,138.0,30,1,2,3,1.701309548719513,-0.0850654774359756,0.2870959863464177,-0.0850654774359756,-0.6875
rh2,Horror,152.0,182.0,30,1,1,2,0.9995193598727136,-0.1913973242309451,-0.4146942025003812,-0.1913973242309451,-0.6875
rh1,Horror,196.0,226.0,30,2,2,3,1.701309548719513,-0.0850654774359756,0.2870959863464177,-0.0850654774359756,0.3125
rc9,Comedy,244.0,274.0,30,3,3,3,2.105370566540397,0.3189955403849086,0.6911570041673016,0.3189955403849086,1.3125
uc4,Comedy,288.0,318.0,30,2,1,3,1.2972485308986283,-0.4891264952568598,-0.1169650314744665,-0.4891264952568598,0.3125
rh9,Horror,332.0,362.0,30,1,1,2,0.9995193598727136,-0.1913973242309451,-0.4146942025003812,-0.1913973242309451,-0.6875
uh2,Horror,376.0,406.0,30,2,2,3,1.701309548719513,-0.0850654774359756,0.2870959863464177,-0.0850654774359756,0.3125
rc6,Comedy,420.0,450.0,30,2,1,2,0.9995193598727136,-0.1913973242309451,-0.4146942025003812,-0.1913973242309451,0.3125
rh3,Horror,468.0,498.0,30,1,1,1,0.701790188846799,0.1063318467949695,-0.7124233735262959,0.1063318467949695,-0.6875
rc11,Comedy,512.0,542.0,30,3,3,4,2.403099737566312,0.0212663693589939,0.9888861751932168,0.0212663693589938,1.3125
uc1,Comedy,560.0,590.0,30,3,2,3,1.701309548719513,-0.0850654774359756,0.2870959863464177,-0.0850654774359756,1.3125
rh11,Horror,608.0,638.0,30,1,3,1,1.5099122244885672,0.914453882436738,0.0956986621154722,0.914453882436738,-0.6875
rc12,Comedy,656.0,686.0,30,1,1,2,0.9995193598727136,-0.1913973242309451,-0.4146942025003812,-0.1913973242309451,-0.6875
rc5,Comedy,700.0,730.0,30,2,1,3,1.2972485308986283,-0.4891264952568598,-0.1169650314744665,-0.4891264952568598,0.3125
rc3,Comedy,12.0,42.0,30,1,1,0,0.3142696805273544,0.3142696805273544,-1.0999438818457408,0.3142696805273545,-1.125
rh12,Horror,60.0,90.0,30,1,2,2,1.18042758051738,0.0766511415920376,-0.233785981855715,0.0766511415920376,-1.125
rc1,Comedy,108.0,138.0,30,4,3,4,2.0465854805074057,-0.1609673973432792,0.6323719181343106,-0.1609673973432791,1.875
rh7,Horror,152.0,182.0,30,1,2,2,1.18042758051738,0.0766511415920376,-0.233785981855715,0.0766511415920376,-1.125
rc8,Comedy,200.0,230.0,30,2,2,3,1.4563716902487154,-0.1992929681392979,0.0421581278756202,-0.1992929681392978,-0.125
uc3,Comedy,244.0,274.0,30,2,2,4,1.7323157999800514,-0.4752370778706336,0.3181022376069562,-0.4752370778706336,-0.125
rh10,Horror,288.0,318.0,30,2,2,3,1.4563716902487154,-0.1992929681392979,0.0421581278756202,-0.1992929681392978,-0.125
rc4,Comedy,332.0,362.0,30,4,2,4,1.7323157999800514,-0.4752370778706336,0.3181022376069562,-0.4752370778706336,1.875
rh4,Horror,380.0,410.0,30,1,2,1,0.9044834707860444,0.3525952513233732,-0.5097300915870507,0.3525952513233732,-1.125
uc2,Comedy,428.0,458.0,30,4,3,4,2.0465854805074057,-0.1609673973432792,0.6323719181343106,-0.1609673973432791,1.875
rh5,Horror,476.0,506.0,30,1,2,2,1.18042758051738,0.0766511415920376,-0.233785981855715,0.0766511415920376,-1.125
rh8,Horror,520.0,550.0,30,1,3,1,1.218753151313399,0.6668649318507276,-0.1954604110596962,0.6668649318507277,-1.125
rc10,Comedy,568.0,598.0,30,3,3,4,2.0465854805074057,-0.1609673973432792,0.6323719181343106,-0.1609673973432791,0.875
uh3,Horror,616.0,646.0,30,1,2,1,0.9044834707860444,0.3525952513233732,-0.5097300915870507,0.3525952513233732,-1.125
rc7,Comedy,660.0,690.0,30,4,3,4,2.0465854805074057,-0.1609673973432792,0.6323719181343106,-0.1609673973432791,1.875
uh4,Horror,704.0,734.0,30,2,2,2,1.18042758051738,0.0766511415920376,-0.233785981855715,0.0766511415920376,-0.125
